Pharmacy Name,النوع,Location,Detailed_Location ,Phone
اليحفوفي,الصيدليات,عاليه,الشويفات-الكرامة السلم ملك ياسر يحفوفي عقار 9/2412,05/481039
اليحفوفي الحديثة,الصيدليات,بعلبك,بعلبك-كميل شمعون-السيار ملك حمد قاسم عقار 1914,08/370967
اليسار,الصيدليات,المتن,مزرعة يشوع حي اليسار شارع طلعة بجانب بنك عودة رقم العقار /1931 ملك منير حليم ناصيف,04/916025
اليسار,الصيدليات,الشوف,عانوت حي السوق الشارع العام ملك محمد ابراهيم الغطمي عقار رقم 2,05/720314
الينا,الصيدليات,بيروت,الاشرفية-مارمتر-الرميل ملك محمود الحاراتي عقار 504,01/200853
امل,الصيدليات,عاليه,بيصور عقار 1159 -الشارع العام -المحل الرابع من الجهة الشمالية,05/571040
امية,الصيدليات,بعبدا,قرنايل-طرييق بزبدين-صليما ملك فريد هلال عقار 3085,03/609022
اميليو ألوف,الصيدليات,كسروان,بلونه غقار رقم 694 القسم 10 المحل الثاني غربي 2 ملك جوزف الياس القاعي,09/236069
انجل,الصيدليات,الكورة,فيع-الطريق العام - ملك نبيل وناهض موسى عقار 1473/ 6,06/933035
اندراوس,الصيدليات,كسروان,بلونة-الشارع الجديد ملك رومل عواد عقار 1234,09/230243
اندره,الصيدليات,المتن,البوشرية-الجامعة اللبنانية-ملك سليم عقار 221/6,01/684862
انديرا,الصيدليات,بعبدا,قرنايل-جادة الرئيس حافظ الاسد المطل ملك حسين الاعور عقار 24,05/360784
انطلياس,الصيدليات,المتن,انطلياس طريق بيروت طرابلس القديمة الشارع العام عقار رقم 68 قسم 6 A انطلياس ملك سامي عبدالله جبور,04/411097
انطوان,الصيدليات,زحلة,زحلة - حوش الامراء - ملك ميشال منصور عقار 192/ 14,08/821557
انطون,الصيدليات,بعبدا,عين الرمانة-وديع نعيم شارع غنوم ملكها عقار 1123 قسم 6 و7,01/281416
انطوني PH ANTHONY,الصيدليات,كسروان,صربا متفرع من شارع الكسليك ملك سهام بركات عقار 1192/6,09/645551
انطونينا,الصيدليات,الشوف,الدامور-الشارع العام-طريق صيدا القديمة ملك نبيل القزي رقم العقار 166,01/305180
انفه,الصيدليات,الكورة,الكورة-الشارع العام ملك جرجي وليم وادمون عوده عقار 2945,06/542450
اني,الصيدليات,بيروت,بيروت-كليمنصو ملك سامية المحب رقم العقار698,01/364330-01/366725
انيفارم,الصيدليات,الشوف,دميت-طريق الدامور دير القمر-بيدر الرمل ملك نعيم غنام عقار غير ممسوح,05/722220
اوتيل ديو,الصيدليات,بيروت,الاشرفية-مستشفى اوتيل ديو ملك ورثة تزماس كاليبينسو رقم العقار 1005,01/426760-01/614760
اورينتال,الصيدليات,المتن,السبتية-مفرق السبتية ملك نمر وعطيه عقار 923,NA
اوكسانا,الصيدليات,بعلبك,تمنين الفوقا-الشارع العام-المزرعة ملك منى احمد عقار 343,08/910260
ايديال,الصيدليات,بيروت,الاشرفية-طريق النهر-محطة العكاوي ملك مكتف رقم العقار 50,01/583082-01/443357
ايزيس,الصيدليات,الشوف,السمقانية-الشارع العام ملك سهيل حماده رقم العقار 364,05/507229
ايمان,الصيدليات,بيروت,المصيطبة-اني رشد-عائشة بكار بناية منتهى سليم محمد رقم العقار 328,01/813421
ايناس,الصيدليات,عاليه,الشويفات حي العمروسية ملك عادل سعد و فؤاد الحلبي عقار 1563 القسم 7,05/808244
اينسا,الصيدليات,زحلة,بعلبك حي رأس العين رقم العقار 3615 ملك محمود صبري الططري,08/377074
ايهاب,الصيدليات,زحلة,كفرزبد -حي جبلية حجر -شارع الصليب -عقار رقم 1401 ملك ايهاب سليم الخطيب ووسام سليم الخطيب,03/702156-08/925746
ايهاب الرفاعي,الصيدليات,زحلة,ابلح-الشارع العام ملك يونس وجبور عقار 1286,03/961411
ايوب,الصيدليات,بيروت,بيروت-البسطا التحتا ملك العكش والتيناوي رقم العقار 206/9,01/658825
بئر حسن,الصيدليات,بعبدا,الغبيري-مستديرة قيصررياض الصلح-بئرحسن-ملك ابراهيم صالح عقار4499 M3,01/858443
باخوس,الصيدليات,كسروان,اوتوستراد المعاملتين ملك يوسف نعمان عقار 3017 قسم رقم 9,09/853254
بارتي,الصيدليات,بيروت,الاشرفية شارع الاشرفية نمرة العقار 412 القسم 3 ملك عليا حليم بارتي و حليم كمال بارتي,01/322266-01/200767
بارعة,الصيدليات,عاليه,دوحة الشويفات حي القبة طلعة دوحة عرمون ملك رامي وريما زهير المهتار عقار 2286- 5B,05/807240
بارود,الصيدليات,المتن,انطلياس-كنيسة مار الياس-سنتر ابو جودة عقار 53,04/418515
بارودي,الصيدليات,عاليه,عاليه ملك عفيف تلحوق عقار 9/130,05/554143-6
باستور,الصيدليات,المتن,سن الفيل-الغزال-ملك حلمي بيضون عقار 120,01/492233
باسم,الصيدليات,بيروت,طريق الجديدة-شارع الرواس ملك بركات والدرع رقم العقار 4509,01/316987
باسيل,الصيدليات,كسروان,جونية-ساحل علما ملك زياد باسيل عقار 238,09/637363
باناسيا PANACEA,الصيدليات,بعبدا,الشياح الجناح شارع عدنان الحكيم بملكه عقار 6578 القسم 7,03/907338
بترومين,الصيدليات,الكورة,بترومين -الشارع العام -عقار رقم 524 -ملك بسام حاتم قبرصي,70/300246
بدارو,الصيدليات,بيروت,الاشرفية-فرن الحايك ملك سرسق رقم العقار 1156,01/324623-01/216577
بدارول,الصيدليات,بيروت,بيروت-الجيش-بدارو ملك سهام الحريري رقم العقار 2/5154,01/387731
بدر,الصيدليات,بيروت,الاشرفية-عبد الوهاب الانكليزي-السوديكو رقم العقار 4694,01/201994-01/219192
بدره,الصيدليات,المنية الضنية,منطقة سير العقارية عقار رقم 1261 بلوك B القسمين 11و12بملكه,06/491455
برازيليا,الصيدليات,بعبدا,بعبدا-مستشفى قلب يسوع برازيليا الطبية عقار 29/2714,05/459399
برالياس,الصيدليات,زحلة,برالياس حي المئة متر الطريق الدولية عقار رقم 90 ملك علي محمد رضى,08/510156
بربر,الصيدليات,زحلة,شتورا-بناية فتوح وحداد-تعنايل/قرب مطعم حنوش ملك احمد بربر عقار 577,08/540573
برج حمود,الصيدليات,المتن,برج حمود شارع سيس ملك رافائليان عقار 306,01/262382
برجا,الصيدليات,الشوف,برجا-الساحة العامة-اقليم الخروب ملك محمود البربير رقم العقار 2535,07/623550
برنسيس,الصيدليات,بعبدا,بعبدا حي مار جرجس الشارع العام ملك اديب الاسطا عقار 4708/ 8,05/468334-03/554296
برو,الصيدليات,بعبدا,الغبيري-الطيار-الجامع ملك فضل ابراهيم عقار 9/134,NA
برو فارمسي PRO PHARMACY,الصيدليات,جبيل,منطقة عمشيت العقارية -عقار رقم 3117 القسمين 4 و5 ملك انطوان زعرور,NA
برومييه سوانPREMIER SOINS,الصيدليات,المتن,بيت مري حي نبع السعادة الشارع العام ملك انطوان مخايل الحاج عقار 4085 القسم 8 و 9,04/530260
بريدي,الصيدليات,المتن,النقاش الشارع الرئيسي ملك مي الياس فرعون بو جوده عقار 35 المحل الثاني الجهة الشمالية,04/408029
بريستول,الصيدليات,بيروت,بيروت-مدام كوري-شركة ابناء العم التجارية رقم العقار 4/1266,01/811251
بزي,الصيدليات,عاليه,الشويفات-قرب مدرسة الغزالي-السلم/العمروسية ملك ناظمية مزب عقار 1363,05/480220
بسترس,الصيدليات,بيروت,بيروت-بوردو-الصنائع ملك الشيخ غانم,01/349742-01/346767
بشارة,الصيدليات,المتن,جل الديب-طريق بقنايا-ملك اميل ابو جودة عقار 425,04/715636
بشري كيروز,الصيدليات,بشري,بشري-مار سابا ملك جبرائيل رحمة عقار 2086,NA
بعبدات,الصيدليات,المتن,بعبدات-الطريق العام-الساحة-لبكي عقار 751,04/977815-04/820063
